CODMUNRES,n_obitos,n_obitos_tb,n_obitos_mulheres,prop_mulheres,n_obitos_menos5,CITY,IBGE_RES_POP,IBGE_RES_POP_BRAS,IBGE_RES_POP_ESTR,IBGE_DU,IBGE_DU_URBAN,IBGE_DU_RURAL,IBGE_POP,IBGE_1,IBGE_1-4,IBGE_5-9,IBGE_10-14,IBGE_15-59,IBGE_60+,IBGE_PLANTED_AREA,IBGE_CROP_PRODUCTION_$,IDHM Ranking 2010,IDHM,IDHM_Renda,IDHM_Longevidade,IDHM_Educacao
292975,91,0,29,31.868131868131865,0,saubara,11201,11196,5,3556,3472,84,10900,159,648,849,960,6955,1329,133,194,3762,0.617,0.563,0.738,0.565
292980,76,1,32,42.10526315789473,1,saúde,11845,11845,0,3548,2077,1471,6632,106,530,630,620,3938,808,1280,393,5214,0.55,0.546,0.685,0.442
292990,267,0,112,41.947565543071164,2,seabra,41798,41798,0,11497,5874,5623,20213,339,1382,1885,2024,12731,1852,4391,16331,3402,0.635,0.588,0.761,0.572
293000,44,0,19,43.18181818181818,2,sebastião laranjeiras,10371,10371,0,2643,1108,1535,4079,62,193,276,376,2689,483,2764,5476,3812,0.615,0.569,0.777,0.527
293010,535,0,225,42.05607476635514,5,senhor do bonfim,74419,74419,0,22105,17282,4823,57410,873,3590,4721,5288,36559,6379,2235,871,2765,0.67,0.638,0.773,0.599
293015,170,1,62,36.470588235294116,1,serra do ramalho,31638,31638,0,8277,1717,6560,6240,105,431,590,733,3714,667,9528,55431,4261,0.595,0.53,0.775,0.512
293020,136,0,44,32.35294117647059,3,sento sé,37425,37425,0,9193,5287,3906,21637,436,1788,2360,2373,13007,1673,1157,12501,4536,0.585,0.535,0.778,0.48
293030,81,0,30,37.03703703703704,1,serra dourada,18112,18112,0,4999,1766,3233,5995,92,415,536,544,3699,709,1670,1713,3963,0.608,0.539,0.775,0.537
293040,146,0,56,38.35616438356164,0,serra preta,15401,15401,0,4318,2039,2279,6917,95,411,614,667,4127,1003,1100,224,4939,0.57,0.541,0.732,0.459
293050,490,4,202,41.224489795918366,1,serrinha,76762,76741,21,21818,14147,7671,47035,703,2838,3808,4396,30891,4399,7615,2326,3421,0.634,0.615,0.778,0.532
293060,105,1,47,44.761904761904766,1,serrolândia,12344,12344,0,4057,2433,1624,7254,123,418,553,639,4502,1019,1375,144,4414,0.59,0.56,0.721,0.508
293070,830,5,312,37.59036144578313,4,simões filho,118047,117995,52,35077,31637,3440,107322,1743,7290,9295,10607,71583,6804,192,885,2549,0.675,0.641,0.813,0.591
293075,55,1,17,30.909090909090907,0,sítio do mato,12050,12050,0,2967,1745,1222,6854,144,527,756,758,3987,682,2227,4367,4976,0.564,0.455,0.774,0.509
293076,69,0,33,47.82608695652174,0,sítio do quinto,12592,12592,0,3786,1630,2156,5163,57,312,453,528,3125,688,9140,2452,5380,0.53,0.552,0.695,0.395
293077,133,1,45,33.83458646616541,0,sobradinho,22000,21988,12,6126,5557,569,19979,313,1332,1954,2118,12206,2056,929,8598,3477,0.631,0.605,0.748,0.555
293080,114,0,45,39.473684210526315,1,souto soares,15899,15899,0,4187,1621,2566,6022,117,394,586,701,3599,625,7381,6397,4364,0.59,0.533,0.734,0.53
293090,38,0,15,39.473684210526315,0,tabocas do brejo velho,11431,11431,0,3098,1147,1951,3926,71,271,351,347,2413,473,2375,3800,4550,0.584,0.53,0.764,0.492
293100,126,0,58,46.03174603174603,0,tanhaçu,20013,20013,0,5691,2504,3187,8277,106,490,663,727,5187,1104,2071,8182,4699,0.58,0.565,0.772,0.44
293105,101,0,43,42.57425742574257,0,tanque novo,16128,16128,0,4379,2090,2289,7297,133,478,630,647,4601,808,2744,3114,4177,0.599,0.583,0.778,0.474
293110,71,0,30,42.25352112676056,0,tanquinho,8008,8008,0,2224,1544,680,5710,69,337,498,530,3569,707,424,51,4216,0.597,0.567,0.768,0.488
293120,103,0,36,34.95145631067961,0,taperoá,18748,18721,27,5130,2481,2649,8701,155,589,807,889,5363,898,6726,16208,4940,0.57,0.566,0.754,0.426
293130,85,0,33,38.82352941176471,0,tapiramutá,16516,16516,0,4021,3093,928,12747,249,975,1214,1413,7827,1069,3280,6544,4296,0.594,0.589,0.752,0.473
293135,971,4,380,39.134912461380026,4,teixeira de freitas,138341,138161,180,41286,38484,2802,126406,2070,8322,11199,11905,82097,10813,7722,65737,2317,0.685,0.683,0.8,0.588
293140,52,0,22,42.30769230769231,0,teodoro sampaio,7895,7890,5,2456,1968,488,6298,82,318,548,575,3920,855,69,133,4290,0.594,0.567,0.774,0.477
293150,125,0,50,40,1,teofilândia,21482,21482,0,5540,1965,3575,6684,97,408,599,664,4371,545,7380,5044,4928,0.57,0.571,0.737,0.431
293160,60,0,21,35,0,teolândia,14836,14836,0,3633,1298,2335,5047,89,320,464,548,3266,360,9102,70130,5142,0.555,0.541,0.756,0.418
293170,70,0,34,48.57142857142857,0,terra nova,12803,12803,0,3614,3245,369,11475,151,660,1034,1186,7175,1269,156,928,4686,0.578,0.581,0.7,0.474
293180,105,0,48,45.714285714285715,0,tremedal,17029,17029,0,4834,1161,3673,3938,68,201,280,320,2556,513,4226,460,5410,0.528,0.545,0.749,0.36
293190,276,0,101,36.594202898550726,0,tucano,52418,52418,0,14937,6521,8416,21869,311,1351,1932,2050,13497,2728,9388,6628,4668,0.579,0.596,0.712,0.458
293200,156,0,68,43.58974358974359,1,uauá,24294,24294,0,7066,3115,3951,10746,157,680,982,1004,6649,1274,427,209,4048,0.605,0.554,0.747,0.535
293210,128,0,55,42.96875,1,ubaíra,19750,19750,0,5921,2814,3107,8800,124,529,737,775,5404,1231,7212,19207,4595,0.58,0.581,0.759,0.447
293220,147,1,69,46.93877551020408,1,ubaitaba,20691,20691,0,6062,5131,931,17362,281,1115,1547,1705,10700,2014,3863,9154,3895,0.611,0.607,0.767,0.49
293230,140,0,72,51.42857142857142,0,ubatã,25004,25004,0,6788,5184,1604,17843,247,1239,1678,1793,10619,2267,5778,8316,4320,0.593,0.586,0.788,0.452
293240,99,0,44,44.44444444444444,0,uibaí,13625,13625,0,4208,2593,1615,8298,146,453,657,728,5201,1113,4804,2763,3765,0.617,0.575,0.758,0.54
293245,63,0,22,34.92063492063492,0,umburanas,17000,17000,0,3993,1861,2132,7477,142,510,710,737,4715,663,3725,5023,5484,0.515,0.469,0.705,0.413
293250,141,0,47,33.33333333333333,1,una,24110,24036,74,7257,4417,2840,14961,219,1013,1452,1612,9161,1504,25253,57096,5062,0.56,0.584,0.71,0.424
293260,100,0,42,42,0,urandi,16466,16466,0,4486,1737,2749,5924,92,352,488,559,3778,655,2408,4066,4212,0.598,0.595,0.766,0.469
293270,141,0,61,43.262411347517734,0,uruçuca,19837,19827,10,6046,4837,1209,15713,194,971,1413,1517,9691,1927,21008,36208,3795,0.616,0.607,0.758,0.507
293280,103,1,57,55.33980582524271,0,utinga,18173,18173,0,5089,3644,1445,12773,200,904,1283,1547,7568,1271,1760,16886,4396,0.59,0.597,0.706,0.487
293290,556,5,236,42.44604316546763,3,valença,88673,88608,65,26421,19734,6687,64087,882,3661,5504,6161,42063,5816,16395,71059,3649,0.623,0.619,0.778,0.502
293300,149,1,72,48.322147651006716,1,valente,24560,24560,0,7530,4265,3265,13478,181,843,1052,1197,8847,1358,4600,14063,3371,0.637,0.623,0.729,0.568
293305,70,0,24,34.285714285714285,0,várzea da roça,13786,13786,0,4238,2141,2097,6456,88,348,528,641,3877,974,2522,3289,5338,0.539,0.539,0.775,0.374
293310,62,0,24,38.70967741935484,0,várzea do poço,8661,8661,0,2813,1877,936,5784,90,319,432,501,3613,829,2510,146,4763,0.575,0.581,0.707,0.462
293315,74,0,30,40.54054054054054,0,várzea nova,13073,13073,0,3933,2600,1333,8545,139,546,699,919,5133,1109,6441,24720,5141,0.555,0.543,0.685,0.46
293317,61,1,30,49.18032786885246,1,varzedo,9109,9109,0,2719,1083,1636,3363,47,181,283,318,2109,425,2163,10474,4509,0.586,0.581,0.753,0.461
293320,310,2,109,35.16129032258065,3,vera cruz,37567,37465,102,11816,11147,669,33550,467,1914,2950,3375,21378,3466,204,2004,3217,0.645,0.632,0.817,0.52
293325,39,0,17,43.58974358974359,0,vereda,6800,6800,0,2094,417,1677,1377,15,66,105,151,863,177,706,12936,4706,0.58,0.568,0.777,0.436
293330,2280,6,965,42.32456140350877,13,vitória da conquista,306866,306781,85,86523,77975,8548,269577,4043,16353,22405,23435,176846,26495,12501,39091,2482,0.68,0.681,0.788,0.581
293340,52,0,27,51.92307692307693,0,wagner,8983,8983,0,2470,1827,643,6471,115,378,606,700,3852,820,1203,14850,4477,0.59,0.573,0.737,0.479
293345,82,1,32,39.02439024390244,0,wanderley,12485,12485,0,3503,1721,1782,5850,92,423,515,614,3635,571,2338,10844,4149,0.6,0.569,0.764,0.498
293350,128,0,46,35.9375,1,wenceslau guimarães,22189,22189,0,6113,2126,3987,7464,133,542,745,821,4651,572,14802,126711,5279,0.544,0.558,0.752,0.383
293360,291,0,121,41.580756013745706,0,xique-xique,45536,45536,0,11637,8461,3176,32497,518,2318,3095,3620,19371,3575,1601,3395,4533,0.585,0.563,0.741,0.479
